Datetime,Irradiance (W/m2)
2023-08-09 13:41:00,591.0
2023-08-09 13:42:00,744.0
2023-08-09 13:43:00,686.0
2023-08-09 13:44:00,365.0
2023-08-09 13:45:00,381.0
2023-08-09 13:46:00,357.0
2023-08-09 13:47:00,427.0
2023-08-09 13:48:00,390.0
2023-08-09 13:49:00,364.0
2023-08-09 13:50:00,376.0
2023-08-09 13:51:00,408.0
2023-08-09 13:52:00,441.0
2023-08-09 13:53:00,1050.0
2023-08-09 13:54:00,571.0
2023-08-09 13:55:00,1036.0
2023-08-09 13:56:00,1001.0
2023-08-09 13:57:00,1011.0
2023-08-09 13:58:00,973.0
2023-08-09 13:59:00,988.0
2023-08-09 14:00:00,969.0
2023-08-09 14:01:00,348.0
2023-08-09 14:02:00,380.0
2023-08-09 14:03:00,383.0
2023-08-09 14:04:00,417.0
2023-08-09 14:05:00,455.0
2023-08-09 14:06:00,816.0
2023-08-09 14:07:00,482.0
2023-08-09 14:08:00,337.0
2023-08-09 14:09:00,307.0
2023-08-09 14:10:00,293.0
2023-08-09 14:11:00,288.0
2023-08-09 14:12:00,295.0
2023-08-09 14:13:00,292.0
2023-08-09 14:14:00,274.0
2023-08-09 14:15:00,267.0
2023-08-09 14:16:00,246.0
2023-08-09 14:17:00,228.0
2023-08-09 14:18:00,205.0
2023-08-09 14:19:00,182.0
2023-08-09 14:20:00,158.0
2023-08-09 14:21:00,156.0
2023-08-09 14:22:00,161.0
2023-08-09 14:23:00,179.0
2023-08-09 14:24:00,228.0
2023-08-09 14:25:00,841.0
2023-08-09 14:26:00,819.0
2023-08-09 14:27:00,886.0
2023-08-09 14:28:00,524.0
2023-08-09 14:29:00,921.0
2023-08-09 14:30:00,932.0
2023-08-09 14:31:00,930.0
2023-08-09 14:32:00,397.0
2023-08-09 14:33:00,793.0
2023-08-09 14:34:00,561.0
2023-08-09 14:35:00,471.0
2023-08-09 14:36:00,441.0
2023-08-09 14:37:00,390.0
2023-08-09 14:38:00,343.0
2023-08-09 14:39:00,719.0
2023-08-09 14:40:00,747.0
2023-08-09 14:41:00,304.0
2023-08-09 14:42:00,270.0
2023-08-09 14:43:00,281.0
2023-08-09 14:44:00,376.0
2023-08-09 14:45:00,679.0
2023-08-09 14:46:00,348.0
2023-08-09 14:47:00,608.0
2023-08-09 14:48:00,425.0
2023-08-09 14:49:00,455.0
2023-08-09 14:50:00,230.0
2023-08-09 14:51:00,540.0
2023-08-09 14:52:00,677.0
2023-08-09 14:53:00,709.0
2023-08-09 14:54:00,480.0
2023-08-09 14:55:00,691.0
2023-08-09 14:56:00,270.0
2023-08-09 14:57:00,270.0
2023-08-09 14:58:00,304.0
2023-08-09 14:59:00,760.0
2023-08-09 15:00:00,438.0
2023-08-09 15:01:00,643.0
2023-08-09 15:02:00,624.0
2023-08-09 15:03:00,756.0
2023-08-09 15:04:00,716.0
2023-08-09 15:05:00,767.0
2023-08-09 15:06:00,797.0
2023-08-09 15:07:00,397.0
2023-08-09 15:08:00,807.0
2023-08-09 15:09:00,779.0
2023-08-09 15:10:00,784.0
2023-08-09 15:11:00,784.0
2023-08-09 15:12:00,797.0
2023-08-09 15:13:00,582.0
2023-08-09 15:14:00,612.0
2023-08-09 15:15:00,649.0
2023-08-09 15:16:00,805.0
2023-08-09 15:17:00,545.0
2023-08-09 15:18:00,302.0
2023-08-09 15:19:00,226.0
2023-08-09 15:20:00,211.0
2023-08-09 15:21:00,207.0
2023-08-09 15:22:00,218.0
2023-08-09 15:23:00,248.0
2023-08-09 15:24:00,269.0
2023-08-09 15:25:00,276.0
2023-08-09 15:26:00,249.0
2023-08-09 15:27:00,223.0
2023-08-09 15:28:00,204.0
2023-08-09 15:29:00,193.0
2023-08-09 15:30:00,174.0
2023-08-09 15:31:00,172.0
2023-08-09 15:32:00,172.0
2023-08-09 15:33:00,163.0
2023-08-09 15:34:00,158.0
2023-08-09 15:35:00,153.0
2023-08-09 15:36:00,144.0
2023-08-09 15:37:00,142.0
2023-08-09 15:38:00,135.0
2023-08-09 15:39:00,131.0
2023-08-09 15:40:00,131.0
2023-08-09 15:41:00,130.0
2023-08-09 15:42:00,126.0
2023-08-09 15:43:00,133.0
2023-08-09 15:44:00,131.0
2023-08-09 15:45:00,123.0
2023-08-09 15:46:00,116.0
2023-08-09 15:47:00,110.0
2023-08-09 15:48:00,103.0
2023-08-09 15:49:00,91.0
2023-08-09 15:50:00,86.0
2023-08-09 15:51:00,79.0
2023-08-09 15:52:00,80.0
2023-08-09 15:53:00,82.0
2023-08-09 15:54:00,87.0
2023-08-09 15:55:00,84.0
2023-08-09 15:56:00,86.0
2023-08-09 15:57:00,87.0
2023-08-09 15:58:00,91.0
2023-08-09 15:59:00,102.0
2023-08-09 16:00:00,112.0
2023-08-09 16:01:00,124.0
2023-08-09 16:02:00,158.0
2023-08-09 16:03:00,288.0
2023-08-09 16:04:00,193.0
2023-08-09 16:05:00,205.0
2023-08-09 16:06:00,218.0
2023-08-09 16:07:00,226.0
2023-08-09 16:08:00,237.0
2023-08-09 16:09:00,237.0
2023-08-09 16:10:00,258.0
2023-08-09 16:11:00,241.0
2023-08-09 16:12:00,230.0
2023-08-09 16:13:00,230.0
2023-08-09 16:14:00,235.0
2023-08-09 16:15:00,255.0
2023-08-09 16:16:00,302.0
2023-08-09 16:17:00,272.0
2023-08-09 16:18:00,274.0
2023-08-09 16:19:00,265.0
2023-08-09 16:20:00,262.0
2023-08-09 16:21:00,256.0
2023-08-09 16:22:00,295.0
2023-08-09 16:23:00,292.0
2023-08-09 16:24:00,309.0
2023-08-09 16:25:00,260.0
2023-08-09 16:26:00,260.0
2023-08-09 16:27:00,274.0
2023-08-09 16:28:00,285.0
2023-08-09 16:29:00,304.0
2023-08-09 16:30:00,304.0
2023-08-09 16:31:00,304.0
2023-08-09 16:32:00,337.0
2023-08-09 16:33:00,371.0
2023-08-09 16:34:00,362.0
2023-08-09 16:35:00,380.0
2023-08-09 16:36:00,399.0
2023-08-09 16:37:00,329.0
2023-08-09 16:38:00,329.0
2023-08-09 16:39:00,283.0
2023-08-09 16:40:00,253.0
2023-08-09 16:41:00,246.0
2023-08-09 16:42:00,239.0
2023-08-09 16:43:00,230.0
2023-08-09 16:44:00,221.0
2023-08-09 16:45:00,232.0
2023-08-09 16:46:00,230.0
2023-08-09 16:47:00,223.0
2023-08-09 16:48:00,216.0
2023-08-09 16:49:00,214.0
2023-08-09 16:50:00,205.0
2023-08-09 16:51:00,200.0
2023-08-09 16:52:00,188.0
2023-08-09 16:53:00,181.0
2023-08-09 16:54:00,172.0
2023-08-09 16:55:00,165.0
2023-08-09 16:56:00,160.0
2023-08-09 16:57:00,153.0
2023-08-09 16:58:00,151.0
2023-08-09 16:59:00,144.0
2023-08-09 17:00:00,140.0
2023-08-09 17:01:00,131.0
2023-08-09 17:02:00,130.0
2023-08-09 17:03:00,124.0
2023-08-09 17:04:00,123.0
2023-08-09 17:05:00,119.0
2023-08-09 17:06:00,116.0
2023-08-09 17:07:00,116.0
2023-08-09 17:08:00,107.0
2023-08-09 17:09:00,105.0
2023-08-09 17:10:00,103.0
2023-08-09 17:11:00,96.0
2023-08-09 17:12:00,96.0
2023-08-09 17:13:00,91.0
2023-08-09 17:14:00,95.0
2023-08-09 17:15:00,91.0
2023-08-09 17:16:00,89.0
2023-08-09 17:17:00,87.0
2023-08-09 17:18:00,87.0
2023-08-09 17:19:00,84.0
2023-08-09 17:20:00,84.0
2023-08-09 17:21:00,80.0
2023-08-09 17:22:00,80.0
2023-08-09 17:23:00,79.0
2023-08-09 17:24:00,77.0
2023-08-09 17:25:00,80.0
2023-08-09 17:26:00,72.0
2023-08-09 17:27:00,75.0
2023-08-09 17:28:00,73.0
2023-08-09 17:29:00,73.0
2023-08-09 17:30:00,75.0
2023-08-09 17:31:00,72.0
2023-08-09 17:32:00,75.0
2023-08-09 17:33:00,72.0
2023-08-09 17:34:00,72.0
2023-08-09 17:35:00,70.0
2023-08-09 17:36:00,72.0
2023-08-09 17:37:00,72.0
2023-08-09 17:38:00,68.0
2023-08-09 17:39:00,70.0
2023-08-09 17:40:00,65.0
2023-08-09 17:41:00,63.0
2023-08-09 17:42:00,61.0
2023-08-09 17:43:00,63.0
2023-08-09 17:44:00,65.0
2023-08-09 17:45:00,59.0
2023-08-09 17:46:00,56.0
2023-08-09 17:47:00,58.0
2023-08-09 17:48:00,52.0
2023-08-09 17:49:00,51.0
2023-08-09 17:50:00,51.0
2023-08-09 17:51:00,51.0
2023-08-09 17:52:00,56.0
2023-08-09 17:53:00,61.0
2023-08-09 17:54:00,54.0
2023-08-09 17:55:00,52.0
2023-08-09 17:56:00,51.0
2023-08-09 17:57:00,49.0
2023-08-09 17:58:00,47.0
2023-08-09 17:59:00,42.0
2023-08-09 18:00:00,35.0
2023-08-09 18:01:00,35.0
2023-08-09 18:02:00,33.0
2023-08-09 18:03:00,35.0
2023-08-09 18:04:00,33.0
2023-08-09 18:05:00,31.0
2023-08-09 18:06:00,33.0
2023-08-09 18:07:00,31.0
2023-08-09 18:08:00,35.0
2023-08-09 18:09:00,35.0
2023-08-09 18:10:00,29.0
2023-08-09 18:11:00,29.0
2023-08-09 18:12:00,24.0
2023-08-09 18:13:00,22.0
2023-08-09 18:14:00,22.0
2023-08-09 18:15:00,19.0
2023-08-09 18:16:00,19.0
2023-08-09 18:17:00,17.0
2023-08-09 18:18:00,14.0
2023-08-09 18:19:00,14.0
2023-08-09 18:20:00,15.0
2023-08-09 18:21:00,15.0
2023-08-09 18:22:00,12.0
2023-08-09 18:23:00,10.0
2023-08-09 18:24:00,12.0
2023-08-09 18:25:00,8.0
2023-08-09 18:26:00,8.0
2023-08-09 18:27:00,7.0
2023-08-09 18:28:00,0.0
2023-08-09 18:29:00,0.0
2023-08-09 18:30:00,0.0
2023-08-09 18:31:00,0.0
2023-08-09 18:32:00,0.0
2023-08-09 18:33:00,0.0
2023-08-09 18:34:00,0.0
2023-08-09 18:35:00,0.0
2023-08-09 18:36:00,0.0
2023-08-09 18:37:00,0.0
2023-08-09 18:38:00,0.0
2023-08-09 18:39:00,0.0
2023-08-09 18:40:00,0.0
2023-08-09 18:41:00,0.0
2023-08-09 18:42:00,0.0
2023-08-09 18:43:00,0.0
2023-08-09 18:44:00,0.0
2023-08-09 18:45:00,0.0
2023-08-09 18:46:00,0.0
2023-08-09 18:47:00,0.0
2023-08-09 18:48:00,0.0
2023-08-09 18:49:00,0.0
2023-08-09 18:50:00,0.0
2023-08-09 18:51:00,0.0
2023-08-09 18:52:00,0.0
2023-08-09 18:53:00,0.0
2023-08-09 18:54:00,0.0
2023-08-09 18:55:00,0.0
2023-08-09 18:56:00,0.0
2023-08-09 18:57:00,0.0
2023-08-09 18:58:00,0.0
2023-08-09 18:59:00,0.0
2023-08-09 19:00:00,0.0
2023-08-09 19:01:00,0.0
2023-08-09 19:02:00,0.0
2023-08-09 19:03:00,0.0
2023-08-09 19:04:00,0.0
2023-08-09 19:05:00,0.0
2023-08-09 19:06:00,0.0
2023-08-09 19:07:00,0.0
2023-08-09 19:08:00,0.0
2023-08-09 19:09:00,0.0
2023-08-09 19:10:00,0.0
2023-08-09 19:11:00,0.0
2023-08-09 19:12:00,0.0
2023-08-09 19:13:00,0.0
2023-08-09 19:14:00,0.0
2023-08-09 19:15:00,0.0
2023-08-09 19:16:00,0.0
2023-08-09 19:17:00,0.0
2023-08-09 19:18:00,0.0
2023-08-09 19:19:00,0.0
2023-08-09 19:20:00,0.0
2023-08-09 19:21:00,0.0
2023-08-09 19:22:00,0.0
2023-08-09 19:23:00,0.0
2023-08-09 19:24:00,0.0
2023-08-09 19:25:00,0.0
2023-08-09 19:26:00,0.0
2023-08-09 19:27:00,0.0
2023-08-09 19:28:00,0.0
2023-08-09 19:29:00,0.0
2023-08-09 19:30:00,0.0
2023-08-09 19:31:00,0.0
2023-08-09 19:32:00,0.0
2023-08-09 19:33:00,0.0
2023-08-09 19:34:00,0.0
2023-08-09 19:35:00,0.0
2023-08-09 19:36:00,0.0
2023-08-09 19:37:00,0.0
2023-08-09 19:38:00,0.0
2023-08-09 19:39:00,0.0
2023-08-09 19:40:00,0.0
2023-08-09 19:41:00,0.0
2023-08-09 19:42:00,0.0
2023-08-09 19:43:00,0.0
2023-08-09 19:44:00,0.0
2023-08-09 19:45:00,0.0
2023-08-09 19:46:00,0.0
2023-08-09 19:47:00,0.0
2023-08-09 19:48:00,0.0
2023-08-09 19:49:00,0.0
2023-08-09 19:50:00,0.0
2023-08-09 19:51:00,0.0
2023-08-09 19:52:00,0.0
2023-08-09 19:53:00,0.0
2023-08-09 19:54:00,0.0
2023-08-09 19:55:00,0.0
2023-08-09 19:56:00,0.0
2023-08-09 19:57:00,0.0
2023-08-09 19:58:00,0.0
2023-08-09 19:59:00,0.0
2023-08-09 20:00:00,0.0
2023-08-09 20:01:00,0.0
2023-08-09 20:02:00,0.0
2023-08-09 20:03:00,0.0
2023-08-09 20:04:00,0.0
2023-08-09 20:05:00,0.0
2023-08-09 20:06:00,0.0
2023-08-09 20:07:00,0.0
2023-08-09 20:08:00,0.0
2023-08-09 20:09:00,0.0
2023-08-09 20:10:00,0.0
2023-08-09 20:11:00,0.0
2023-08-09 20:12:00,0.0
2023-08-09 20:13:00,0.0
2023-08-09 20:14:00,0.0
2023-08-09 20:15:00,0.0
2023-08-09 20:16:00,0.0
2023-08-09 20:17:00,0.0
2023-08-09 20:18:00,0.0
2023-08-09 20:19:00,0.0
2023-08-09 20:20:00,0.0
2023-08-09 20:21:00,0.0
2023-08-09 20:22:00,0.0
2023-08-09 20:23:00,0.0
2023-08-09 20:24:00,0.0
2023-08-09 20:25:00,0.0
2023-08-09 20:26:00,0.0
2023-08-09 20:27:00,0.0
2023-08-09 20:28:00,0.0
2023-08-09 20:29:00,0.0
2023-08-09 20:30:00,0.0
2023-08-09 20:31:00,0.0
2023-08-09 20:32:00,0.0
2023-08-09 20:33:00,0.0
2023-08-09 20:34:00,0.0
2023-08-09 20:35:00,0.0
2023-08-09 20:36:00,0.0
2023-08-09 20:37:00,0.0
2023-08-09 20:38:00,0.0
2023-08-09 20:39:00,0.0
2023-08-09 20:40:00,0.0
2023-08-09 20:41:00,0.0
2023-08-09 20:42:00,0.0
2023-08-09 20:43:00,0.0
2023-08-09 20:44:00,0.0
2023-08-09 20:45:00,0.0
2023-08-09 20:46:00,0.0
2023-08-09 20:47:00,0.0
2023-08-09 20:48:00,0.0
2023-08-09 20:49:00,0.0
2023-08-09 20:50:00,0.0
2023-08-09 20:51:00,0.0
2023-08-09 20:52:00,0.0
2023-08-09 20:53:00,0.0
2023-08-09 20:54:00,0.0
2023-08-09 20:55:00,0.0
2023-08-09 20:56:00,0.0
2023-08-09 20:57:00,0.0
2023-08-09 20:58:00,0.0
2023-08-09 20:59:00,0.0
2023-08-09 21:00:00,0.0
2023-08-09 21:01:00,0.0
2023-08-09 21:02:00,0.0
2023-08-09 21:03:00,0.0
2023-08-09 21:04:00,0.0
2023-08-09 21:05:00,0.0
2023-08-09 21:06:00,0.0
2023-08-09 21:07:00,0.0
2023-08-09 21:08:00,0.0
2023-08-09 21:09:00,0.0
2023-08-09 21:10:00,0.0
2023-08-09 21:11:00,0.0
2023-08-09 21:12:00,0.0
2023-08-09 21:13:00,0.0
2023-08-09 21:14:00,0.0
2023-08-09 21:15:00,0.0
2023-08-09 21:16:00,0.0
2023-08-09 21:17:00,0.0
2023-08-09 21:18:00,0.0
2023-08-09 21:19:00,0.0
2023-08-09 21:20:00,0.0
2023-08-09 21:21:00,0.0
2023-08-09 21:22:00,0.0
2023-08-09 21:23:00,0.0
2023-08-09 21:24:00,0.0
2023-08-09 21:25:00,0.0
2023-08-09 21:26:00,0.0
2023-08-09 21:27:00,0.0
2023-08-09 21:28:00,0.0
2023-08-09 21:29:00,0.0
2023-08-09 21:30:00,0.0
2023-08-09 21:31:00,0.0
2023-08-09 21:32:00,0.0
2023-08-09 21:33:00,0.0
2023-08-09 21:34:00,0.0
2023-08-09 21:35:00,0.0
2023-08-09 21:36:00,0.0
2023-08-09 21:37:00,0.0
2023-08-09 21:38:00,0.0
2023-08-09 21:39:00,0.0
2023-08-09 21:40:00,0.0
2023-08-09 21:41:00,0.0
2023-08-09 21:42:00,0.0
2023-08-09 21:43:00,0.0
2023-08-09 21:44:00,0.0
2023-08-09 21:45:00,0.0
2023-08-09 21:46:00,0.0
2023-08-09 21:47:00,0.0
2023-08-09 21:48:00,0.0
2023-08-09 21:49:00,0.0
2023-08-09 21:50:00,0.0
2023-08-09 21:51:00,1.0
2023-08-09 21:52:00,0.0
2023-08-09 21:53:00,0.0
2023-08-09 21:54:00,0.0
2023-08-09 21:55:00,0.0
2023-08-09 21:56:00,0.0
2023-08-09 21:57:00,0.0
2023-08-09 21:58:00,0.0
2023-08-09 21:59:00,0.0
2023-08-09 22:00:00,1.0
2023-08-09 22:01:00,0.0
2023-08-09 22:02:00,3.0
2023-08-09 22:03:00,0.0
2023-08-09 22:04:00,0.0
2023-08-09 22:05:00,0.0
2023-08-09 22:06:00,0.0
2023-08-09 22:07:00,1.0
2023-08-09 22:08:00,0.0
2023-08-09 22:09:00,0.0
2023-08-09 22:10:00,7.0
2023-08-09 22:11:00,0.0
2023-08-09 22:12:00,0.0
2023-08-09 22:13:00,1.0
2023-08-09 22:14:00,0.0
2023-08-09 22:15:00,0.0
2023-08-09 22:16:00,1.0
2023-08-09 22:17:00,5.0
2023-08-09 22:18:00,1.0
2023-08-09 22:19:00,0.0
2023-08-09 22:20:00,0.0
2023-08-09 22:21:00,0.0
2023-08-09 22:22:00,0.0
2023-08-09 22:23:00,0.0
2023-08-09 22:24:00,0.0
2023-08-09 22:25:00,3.0
2023-08-09 22:26:00,7.0
2023-08-09 22:27:00,3.0
2023-08-09 22:28:00,0.0
2023-08-09 22:29:00,0.0
2023-08-09 22:30:00,0.0
2023-08-09 22:31:00,5.0
2023-08-09 22:32:00,0.0
2023-08-09 22:33:00,1.0
2023-08-09 22:34:00,0.0
2023-08-09 22:35:00,7.0
2023-08-09 22:36:00,1.0
2023-08-09 22:37:00,3.0
2023-08-09 22:38:00,0.0
2023-08-09 22:39:00,1.0
2023-08-09 22:40:00,1.0
2023-08-09 22:41:00,7.0
2023-08-09 22:42:00,0.0
2023-08-09 22:43:00,0.0
2023-08-09 22:44:00,0.0
2023-08-09 22:45:00,0.0
2023-08-09 22:46:00,0.0
2023-08-09 22:47:00,5.0
2023-08-09 22:48:00,0.0
2023-08-09 22:49:00,3.0
2023-08-09 22:50:00,0.0
2023-08-09 22:51:00,5.0
2023-08-09 22:52:00,1.0
2023-08-09 22:53:00,0.0
2023-08-09 22:54:00,0.0
2023-08-09 22:55:00,1.0
2023-08-09 22:56:00,7.0
2023-08-09 22:57:00,0.0
2023-08-09 22:58:00,0.0
2023-08-09 22:59:00,0.0
2023-08-09 23:00:00,0.0
2023-08-09 23:01:00,0.0
2023-08-09 23:02:00,1.0
2023-08-09 23:03:00,0.0
2023-08-09 23:04:00,0.0
2023-08-09 23:05:00,3.0
2023-08-09 23:06:00,1.0
2023-08-09 23:07:00,1.0
2023-08-09 23:08:00,1.0
2023-08-09 23:09:00,1.0
2023-08-09 23:10:00,7.0
2023-08-09 23:11:00,8.0
2023-08-09 23:12:00,1.0
2023-08-09 23:13:00,1.0
2023-08-09 23:14:00,1.0
2023-08-09 23:15:00,1.0
2023-08-09 23:16:00,1.0
2023-08-09 23:17:00,3.0
2023-08-09 23:18:00,1.0
2023-08-09 23:19:00,0.0
2023-08-09 23:20:00,1.0
2023-08-09 23:21:00,1.0
2023-08-09 23:22:00,3.0
2023-08-09 23:23:00,1.0
2023-08-09 23:24:00,7.0
2023-08-09 23:25:00,0.0
2023-08-09 23:26:00,5.0
2023-08-09 23:27:00,3.0
2023-08-09 23:28:00,1.0
2023-08-09 23:29:00,7.0
2023-08-09 23:30:00,7.0
2023-08-09 23:31:00,3.0
2023-08-09 23:32:00,1.0
2023-08-09 23:33:00,1.0
2023-08-09 23:34:00,8.0
2023-08-09 23:35:00,0.0
2023-08-09 23:36:00,3.0
2023-08-09 23:37:00,7.0
2023-08-09 23:38:00,3.0
2023-08-09 23:39:00,3.0
2023-08-09 23:40:00,3.0
2023-08-09 23:41:00,3.0
2023-08-09 23:42:00,5.0
2023-08-09 23:43:00,8.0
2023-08-09 23:44:00,7.0
2023-08-09 23:45:00,7.0
2023-08-09 23:46:00,1.0
2023-08-09 23:47:00,5.0
2023-08-09 23:48:00,3.0
2023-08-09 23:49:00,8.0
2023-08-09 23:50:00,1.0
2023-08-09 23:51:00,5.0
2023-08-09 23:52:00,3.0
2023-08-09 23:53:00,3.0
2023-08-09 23:54:00,3.0
2023-08-09 23:55:00,3.0
2023-08-09 23:56:00,3.0
2023-08-09 23:57:00,3.0
2023-08-09 23:58:00,1.0
2023-08-09 23:59:00,5.0
