Datetime,Irradiance (W/m2)
2024-09-22 13:41:00,471.0
2024-09-22 13:42:00,460.0
2024-09-22 13:43:00,469.0
2024-09-22 13:44:00,424.0
2024-09-22 13:45:00,397.0
2024-09-22 13:46:00,392.0
2024-09-22 13:47:00,402.0
2024-09-22 13:48:00,478.0
2024-09-22 13:49:00,485.0
2024-09-22 13:50:00,487.0
2024-09-22 13:51:00,453.0
2024-09-22 13:52:00,506.0
2024-09-22 13:53:00,531.0
2024-09-22 13:54:00,559.0
2024-09-22 13:55:00,540.0
2024-09-22 13:56:00,520.0
2024-09-22 13:57:00,508.0
2024-09-22 13:58:00,473.0
2024-09-22 13:59:00,446.0
2024-09-22 14:00:00,469.0
2024-09-22 14:01:00,432.0
2024-09-22 14:02:00,469.0
2024-09-22 14:03:00,464.0
2024-09-22 14:04:00,527.0
2024-09-22 14:05:00,552.0
2024-09-22 14:06:00,504.0
2024-09-22 14:07:00,520.0
2024-09-22 14:08:00,450.0
2024-09-22 14:09:00,422.0
2024-09-22 14:10:00,411.0
2024-09-22 14:11:00,418.0
2024-09-22 14:12:00,383.0
2024-09-22 14:13:00,387.0
2024-09-22 14:14:00,376.0
2024-09-22 14:15:00,364.0
2024-09-22 14:16:00,362.0
2024-09-22 14:17:00,365.0
2024-09-22 14:18:00,362.0
2024-09-22 14:19:00,355.0
2024-09-22 14:20:00,346.0
2024-09-22 14:21:00,343.0
2024-09-22 14:22:00,329.0
2024-09-22 14:23:00,320.0
2024-09-22 14:24:00,337.0
2024-09-22 14:25:00,353.0
2024-09-22 14:26:00,355.0
2024-09-22 14:27:00,353.0
2024-09-22 14:28:00,337.0
2024-09-22 14:29:00,318.0
2024-09-22 14:30:00,299.0
2024-09-22 14:31:00,304.0
2024-09-22 14:32:00,304.0
2024-09-22 14:33:00,304.0
2024-09-22 14:34:00,299.0
2024-09-22 14:35:00,293.0
2024-09-22 14:36:00,276.0
2024-09-22 14:37:00,256.0
2024-09-22 14:38:00,258.0
2024-09-22 14:39:00,253.0
2024-09-22 14:40:00,267.0
2024-09-22 14:41:00,286.0
2024-09-22 14:42:00,288.0
2024-09-22 14:43:00,292.0
2024-09-22 14:44:00,288.0
2024-09-22 14:45:00,290.0
2024-09-22 14:46:00,290.0
2024-09-22 14:47:00,293.0
2024-09-22 14:48:00,302.0
2024-09-22 14:49:00,300.0
2024-09-22 14:50:00,304.0
2024-09-22 14:51:00,299.0
2024-09-22 14:52:00,300.0
2024-09-22 14:53:00,292.0
2024-09-22 14:54:00,288.0
2024-09-22 14:55:00,276.0
2024-09-22 14:56:00,265.0
2024-09-22 14:57:00,260.0
2024-09-22 14:58:00,255.0
2024-09-22 14:59:00,248.0
2024-09-22 15:00:00,237.0
2024-09-22 15:01:00,225.0
2024-09-22 15:02:00,219.0
2024-09-22 15:03:00,205.0
2024-09-22 15:04:00,190.0
2024-09-22 15:05:00,181.0
2024-09-22 15:06:00,181.0
2024-09-22 15:07:00,193.0
2024-09-22 15:08:00,211.0
2024-09-22 15:09:00,225.0
2024-09-22 15:10:00,235.0
2024-09-22 15:11:00,241.0
2024-09-22 15:12:00,246.0
2024-09-22 15:13:00,246.0
2024-09-22 15:14:00,241.0
2024-09-22 15:15:00,239.0
2024-09-22 15:16:00,239.0
2024-09-22 15:17:00,246.0
2024-09-22 15:18:00,246.0
2024-09-22 15:19:00,241.0
2024-09-22 15:20:00,244.0
2024-09-22 15:21:00,246.0
2024-09-22 15:22:00,242.0
2024-09-22 15:23:00,241.0
2024-09-22 15:24:00,241.0
2024-09-22 15:25:00,244.0
2024-09-22 15:26:00,244.0
2024-09-22 15:27:00,249.0
2024-09-22 15:28:00,253.0
2024-09-22 15:29:00,262.0
2024-09-22 15:30:00,267.0
2024-09-22 15:31:00,262.0
2024-09-22 15:32:00,265.0
2024-09-22 15:33:00,267.0
2024-09-22 15:34:00,267.0
2024-09-22 15:35:00,269.0
2024-09-22 15:36:00,269.0
2024-09-22 15:37:00,265.0
2024-09-22 15:38:00,260.0
2024-09-22 15:39:00,260.0
2024-09-22 15:40:00,255.0
2024-09-22 15:41:00,251.0
2024-09-22 15:42:00,260.0
2024-09-22 15:43:00,269.0
2024-09-22 15:44:00,276.0
2024-09-22 15:45:00,279.0
2024-09-22 15:46:00,283.0
2024-09-22 15:47:00,281.0
2024-09-22 15:48:00,279.0
2024-09-22 15:49:00,285.0
2024-09-22 15:50:00,285.0
2024-09-22 15:51:00,290.0
2024-09-22 15:52:00,302.0
2024-09-22 15:53:00,293.0
2024-09-22 15:54:00,269.0
2024-09-22 15:55:00,251.0
2024-09-22 15:56:00,235.0
2024-09-22 15:57:00,219.0
2024-09-22 15:58:00,209.0
2024-09-22 15:59:00,195.0
2024-09-22 16:00:00,179.0
2024-09-22 16:01:00,167.0
2024-09-22 16:02:00,160.0
2024-09-22 16:03:00,154.0
2024-09-22 16:04:00,154.0
2024-09-22 16:05:00,156.0
2024-09-22 16:06:00,153.0
2024-09-22 16:07:00,153.0
2024-09-22 16:08:00,147.0
2024-09-22 16:09:00,142.0
2024-09-22 16:10:00,137.0
2024-09-22 16:11:00,128.0
2024-09-22 16:12:00,117.0
2024-09-22 16:13:00,114.0
2024-09-22 16:14:00,98.0
2024-09-22 16:15:00,95.0
2024-09-22 16:16:00,96.0
2024-09-22 16:17:00,98.0
2024-09-22 16:18:00,100.0
2024-09-22 16:19:00,102.0
2024-09-22 16:20:00,102.0
2024-09-22 16:21:00,98.0
2024-09-22 16:22:00,95.0
2024-09-22 16:23:00,91.0
2024-09-22 16:24:00,89.0
2024-09-22 16:25:00,86.0
2024-09-22 16:26:00,79.0
2024-09-22 16:27:00,77.0
2024-09-22 16:28:00,79.0
2024-09-22 16:29:00,73.0
2024-09-22 16:30:00,79.0
2024-09-22 16:31:00,95.0
2024-09-22 16:32:00,109.0
2024-09-22 16:33:00,121.0
2024-09-22 16:34:00,139.0
2024-09-22 16:35:00,142.0
2024-09-22 16:36:00,151.0
2024-09-22 16:37:00,153.0
2024-09-22 16:38:00,153.0
2024-09-22 16:39:00,156.0
2024-09-22 16:40:00,153.0
2024-09-22 16:41:00,144.0
2024-09-22 16:42:00,140.0
2024-09-22 16:43:00,139.0
2024-09-22 16:44:00,123.0
2024-09-22 16:45:00,105.0
2024-09-22 16:46:00,93.0
2024-09-22 16:47:00,84.0
2024-09-22 16:48:00,79.0
2024-09-22 16:49:00,77.0
2024-09-22 16:50:00,79.0
2024-09-22 16:51:00,82.0
2024-09-22 16:52:00,89.0
2024-09-22 16:53:00,93.0
2024-09-22 16:54:00,91.0
2024-09-22 16:55:00,86.0
2024-09-22 16:56:00,84.0
2024-09-22 16:57:00,82.0
2024-09-22 16:58:00,80.0
2024-09-22 16:59:00,80.0
2024-09-22 17:00:00,72.0
2024-09-22 17:01:00,70.0
2024-09-22 17:02:00,73.0
2024-09-22 17:03:00,87.0
2024-09-22 17:04:00,87.0
2024-09-22 17:05:00,80.0
2024-09-22 17:06:00,79.0
2024-09-22 17:07:00,72.0
2024-09-22 17:08:00,65.0
2024-09-22 17:09:00,56.0
2024-09-22 17:10:00,49.0
2024-09-22 17:11:00,47.0
2024-09-22 17:12:00,52.0
2024-09-22 17:13:00,49.0
2024-09-22 17:14:00,38.0
2024-09-22 17:15:00,35.0
2024-09-22 17:16:00,29.0
2024-09-22 17:17:00,28.0
2024-09-22 17:18:00,28.0
2024-09-22 17:19:00,28.0
2024-09-22 17:20:00,29.0
2024-09-22 17:21:00,31.0
2024-09-22 17:22:00,36.0
2024-09-22 17:23:00,40.0
2024-09-22 17:24:00,36.0
2024-09-22 17:25:00,42.0
2024-09-22 17:26:00,54.0
2024-09-22 17:27:00,63.0
2024-09-22 17:28:00,66.0
2024-09-22 17:29:00,72.0
2024-09-22 17:30:00,73.0
2024-09-22 17:31:00,73.0
2024-09-22 17:32:00,75.0
2024-09-22 17:33:00,77.0
2024-09-22 17:34:00,70.0
2024-09-22 17:35:00,61.0
2024-09-22 17:36:00,59.0
2024-09-22 17:37:00,58.0
2024-09-22 17:38:00,54.0
2024-09-22 17:39:00,54.0
2024-09-22 17:40:00,49.0
2024-09-22 17:41:00,43.0
2024-09-22 17:42:00,40.0
2024-09-22 17:43:00,40.0
2024-09-22 17:44:00,33.0
2024-09-22 17:45:00,28.0
2024-09-22 17:46:00,19.0
2024-09-22 17:47:00,14.0
2024-09-22 17:48:00,15.0
2024-09-22 17:49:00,19.0
2024-09-22 17:50:00,12.0
2024-09-22 17:51:00,12.0
2024-09-22 17:52:00,15.0
2024-09-22 17:53:00,17.0
2024-09-22 17:54:00,21.0
2024-09-22 17:55:00,21.0
2024-09-22 17:56:00,24.0
2024-09-22 17:57:00,19.0
2024-09-22 17:58:00,21.0
2024-09-22 17:59:00,19.0
2024-09-22 18:00:00,17.0
2024-09-22 18:01:00,14.0
2024-09-22 18:02:00,17.0
2024-09-22 18:03:00,1.0
2024-09-22 18:04:00,1.0
2024-09-22 18:05:00,0.0
2024-09-22 18:06:00,0.0
2024-09-22 18:07:00,0.0
2024-09-22 18:08:00,0.0
2024-09-22 18:09:00,0.0
2024-09-22 18:10:00,0.0
2024-09-22 18:11:00,0.0
2024-09-22 18:12:00,0.0
2024-09-22 18:13:00,0.0
2024-09-22 18:14:00,0.0
2024-09-22 18:15:00,0.0
2024-09-22 18:16:00,0.0
2024-09-22 18:17:00,0.0
2024-09-22 18:18:00,0.0
2024-09-22 18:19:00,0.0
2024-09-22 18:20:00,0.0
2024-09-22 18:21:00,0.0
2024-09-22 18:22:00,0.0
2024-09-22 18:23:00,0.0
2024-09-22 18:24:00,0.0
2024-09-22 18:25:00,0.0
2024-09-22 18:26:00,0.0
2024-09-22 18:27:00,0.0
2024-09-22 18:28:00,0.0
2024-09-22 18:29:00,0.0
2024-09-22 18:30:00,0.0
2024-09-22 18:31:00,0.0
2024-09-22 18:32:00,0.0
2024-09-22 18:33:00,0.0
2024-09-22 18:34:00,0.0
2024-09-22 18:35:00,0.0
2024-09-22 18:36:00,0.0
2024-09-22 18:37:00,0.0
2024-09-22 18:38:00,0.0
2024-09-22 18:39:00,0.0
2024-09-22 18:40:00,0.0
2024-09-22 18:41:00,0.0
2024-09-22 18:42:00,0.0
2024-09-22 18:43:00,0.0
2024-09-22 18:44:00,0.0
2024-09-22 18:45:00,0.0
2024-09-22 18:46:00,0.0
2024-09-22 18:47:00,0.0
2024-09-22 18:48:00,0.0
2024-09-22 18:49:00,0.0
2024-09-22 18:50:00,0.0
2024-09-22 18:51:00,0.0
2024-09-22 18:52:00,0.0
2024-09-22 18:53:00,0.0
2024-09-22 18:54:00,0.0
2024-09-22 18:55:00,0.0
2024-09-22 18:56:00,0.0
2024-09-22 18:57:00,0.0
2024-09-22 18:58:00,0.0
2024-09-22 18:59:00,0.0
2024-09-22 19:00:00,0.0
2024-09-22 19:01:00,0.0
2024-09-22 19:02:00,0.0
2024-09-22 19:03:00,0.0
2024-09-22 19:04:00,0.0
2024-09-22 19:05:00,0.0
2024-09-22 19:06:00,0.0
2024-09-22 19:07:00,0.0
2024-09-22 19:08:00,0.0
2024-09-22 19:09:00,0.0
2024-09-22 19:10:00,0.0
2024-09-22 19:11:00,0.0
2024-09-22 19:12:00,0.0
2024-09-22 19:13:00,0.0
2024-09-22 19:14:00,0.0
2024-09-22 19:15:00,0.0
2024-09-22 19:16:00,0.0
2024-09-22 19:17:00,0.0
2024-09-22 19:18:00,0.0
2024-09-22 19:19:00,0.0
2024-09-22 19:20:00,0.0
2024-09-22 19:21:00,0.0
2024-09-22 19:22:00,0.0
2024-09-22 19:23:00,0.0
2024-09-22 19:24:00,0.0
2024-09-22 19:25:00,0.0
2024-09-22 19:26:00,0.0
2024-09-22 19:27:00,0.0
2024-09-22 19:28:00,0.0
2024-09-22 19:29:00,0.0
2024-09-22 19:30:00,0.0
2024-09-22 19:31:00,0.0
2024-09-22 19:32:00,0.0
2024-09-22 19:33:00,0.0
2024-09-22 19:34:00,0.0
2024-09-22 19:35:00,0.0
2024-09-22 19:36:00,0.0
2024-09-22 19:37:00,0.0
2024-09-22 19:38:00,0.0
2024-09-22 19:39:00,0.0
2024-09-22 19:40:00,0.0
2024-09-22 19:41:00,0.0
2024-09-22 19:42:00,0.0
2024-09-22 19:43:00,0.0
2024-09-22 19:44:00,0.0
2024-09-22 19:45:00,0.0
2024-09-22 19:46:00,0.0
2024-09-22 19:47:00,0.0
2024-09-22 19:48:00,0.0
2024-09-22 19:49:00,0.0
2024-09-22 19:50:00,0.0
2024-09-22 19:51:00,0.0
2024-09-22 19:52:00,0.0
2024-09-22 19:53:00,0.0
2024-09-22 19:54:00,0.0
2024-09-22 19:55:00,0.0
2024-09-22 19:56:00,0.0
2024-09-22 19:57:00,0.0
2024-09-22 19:58:00,0.0
2024-09-22 19:59:00,0.0
2024-09-22 20:00:00,0.0
2024-09-22 20:01:00,0.0
2024-09-22 20:02:00,0.0
2024-09-22 20:03:00,0.0
2024-09-22 20:04:00,0.0
2024-09-22 20:05:00,0.0
2024-09-22 20:06:00,0.0
2024-09-22 20:07:00,0.0
2024-09-22 20:08:00,0.0
2024-09-22 20:09:00,0.0
2024-09-22 20:10:00,0.0
2024-09-22 20:11:00,0.0
2024-09-22 20:12:00,0.0
2024-09-22 20:13:00,0.0
2024-09-22 20:14:00,0.0
2024-09-22 20:15:00,0.0
2024-09-22 20:16:00,0.0
2024-09-22 20:17:00,0.0
2024-09-22 20:18:00,0.0
2024-09-22 20:19:00,0.0
2024-09-22 20:20:00,0.0
2024-09-22 20:21:00,0.0
2024-09-22 20:22:00,0.0
2024-09-22 20:23:00,0.0
2024-09-22 20:24:00,0.0
2024-09-22 20:25:00,0.0
2024-09-22 20:26:00,0.0
2024-09-22 20:27:00,0.0
2024-09-22 20:28:00,0.0
2024-09-22 20:29:00,0.0
2024-09-22 20:30:00,0.0
2024-09-22 20:31:00,0.0
2024-09-22 20:32:00,0.0
2024-09-22 20:33:00,0.0
2024-09-22 20:34:00,0.0
2024-09-22 20:35:00,0.0
2024-09-22 20:36:00,0.0
2024-09-22 20:37:00,0.0
2024-09-22 20:38:00,0.0
2024-09-22 20:39:00,0.0
2024-09-22 20:40:00,0.0
2024-09-22 20:41:00,0.0
2024-09-22 20:42:00,0.0
2024-09-22 20:43:00,0.0
2024-09-22 20:44:00,0.0
2024-09-22 20:45:00,0.0
2024-09-22 20:46:00,0.0
2024-09-22 20:47:00,0.0
2024-09-22 20:48:00,0.0
2024-09-22 20:49:00,0.0
2024-09-22 20:50:00,0.0
2024-09-22 20:51:00,0.0
2024-09-22 20:52:00,0.0
2024-09-22 20:53:00,0.0
2024-09-22 20:54:00,0.0
2024-09-22 20:55:00,0.0
2024-09-22 20:56:00,0.0
2024-09-22 20:57:00,0.0
2024-09-22 20:58:00,0.0
2024-09-22 20:59:00,0.0
2024-09-22 21:00:00,0.0
2024-09-22 21:01:00,0.0
2024-09-22 21:02:00,0.0
2024-09-22 21:03:00,0.0
2024-09-22 21:04:00,0.0
2024-09-22 21:05:00,0.0
2024-09-22 21:06:00,0.0
2024-09-22 21:07:00,0.0
2024-09-22 21:08:00,0.0
2024-09-22 21:09:00,0.0
2024-09-22 21:10:00,0.0
2024-09-22 21:11:00,0.0
2024-09-22 21:12:00,0.0
2024-09-22 21:13:00,0.0
2024-09-22 21:14:00,0.0
2024-09-22 21:15:00,0.0
2024-09-22 21:16:00,0.0
2024-09-22 21:17:00,0.0
2024-09-22 21:18:00,0.0
2024-09-22 21:19:00,0.0
2024-09-22 21:20:00,0.0
2024-09-22 21:21:00,0.0
2024-09-22 21:22:00,0.0
2024-09-22 21:23:00,0.0
2024-09-22 21:24:00,0.0
2024-09-22 21:25:00,0.0
2024-09-22 21:26:00,0.0
2024-09-22 21:27:00,0.0
2024-09-22 21:28:00,0.0
2024-09-22 21:29:00,0.0
2024-09-22 21:30:00,0.0
2024-09-22 21:31:00,0.0
2024-09-22 21:32:00,0.0
2024-09-22 21:33:00,0.0
2024-09-22 21:34:00,0.0
2024-09-22 21:35:00,0.0
2024-09-22 21:36:00,0.0
2024-09-22 21:37:00,0.0
2024-09-22 21:38:00,0.0
2024-09-22 21:39:00,0.0
2024-09-22 21:40:00,0.0
2024-09-22 21:41:00,0.0
2024-09-22 21:42:00,0.0
2024-09-22 21:43:00,0.0
2024-09-22 21:44:00,0.0
2024-09-22 21:45:00,0.0
2024-09-22 21:46:00,0.0
2024-09-22 21:47:00,0.0
2024-09-22 21:48:00,0.0
2024-09-22 21:49:00,0.0
2024-09-22 21:50:00,0.0
2024-09-22 21:51:00,0.0
2024-09-22 21:52:00,0.0
2024-09-22 21:53:00,0.0
2024-09-22 21:54:00,0.0
2024-09-22 21:55:00,0.0
2024-09-22 21:56:00,0.0
2024-09-22 21:57:00,0.0
2024-09-22 21:58:00,0.0
2024-09-22 21:59:00,0.0
2024-09-22 22:00:00,0.0
2024-09-22 22:01:00,0.0
2024-09-22 22:02:00,0.0
2024-09-22 22:03:00,0.0
2024-09-22 22:04:00,0.0
2024-09-22 22:05:00,0.0
2024-09-22 22:06:00,0.0
2024-09-22 22:07:00,0.0
2024-09-22 22:08:00,0.0
2024-09-22 22:09:00,0.0
2024-09-22 22:10:00,0.0
2024-09-22 22:11:00,0.0
2024-09-22 22:12:00,0.0
2024-09-22 22:13:00,0.0
2024-09-22 22:14:00,0.0
2024-09-22 22:15:00,0.0
2024-09-22 22:16:00,0.0
2024-09-22 22:17:00,0.0
2024-09-22 22:18:00,0.0
2024-09-22 22:19:00,0.0
2024-09-22 22:20:00,0.0
2024-09-22 22:21:00,0.0
2024-09-22 22:22:00,0.0
2024-09-22 22:23:00,0.0
2024-09-22 22:24:00,0.0
2024-09-22 22:25:00,0.0
2024-09-22 22:26:00,0.0
2024-09-22 22:27:00,0.0
2024-09-22 22:28:00,0.0
2024-09-22 22:29:00,0.0
2024-09-22 22:30:00,0.0
2024-09-22 22:31:00,0.0
2024-09-22 22:32:00,0.0
2024-09-22 22:33:00,0.0
2024-09-22 22:34:00,0.0
2024-09-22 22:35:00,0.0
2024-09-22 22:36:00,0.0
2024-09-22 22:37:00,0.0
2024-09-22 22:38:00,0.0
2024-09-22 22:39:00,0.0
2024-09-22 22:40:00,0.0
2024-09-22 22:41:00,0.0
2024-09-22 22:42:00,0.0
2024-09-22 22:43:00,0.0
2024-09-22 22:44:00,0.0
2024-09-22 22:45:00,0.0
2024-09-22 22:46:00,0.0
2024-09-22 22:47:00,0.0
2024-09-22 22:48:00,0.0
2024-09-22 22:49:00,0.0
2024-09-22 22:50:00,0.0
2024-09-22 22:51:00,0.0
2024-09-22 22:52:00,0.0
2024-09-22 22:53:00,0.0
2024-09-22 22:54:00,0.0
2024-09-22 22:55:00,0.0
2024-09-22 22:56:00,0.0
2024-09-22 22:57:00,0.0
2024-09-22 22:58:00,0.0
2024-09-22 22:59:00,0.0
2024-09-22 23:00:00,0.0
2024-09-22 23:01:00,0.0
2024-09-22 23:02:00,0.0
2024-09-22 23:03:00,0.0
2024-09-22 23:04:00,0.0
2024-09-22 23:05:00,0.0
2024-09-22 23:06:00,0.0
2024-09-22 23:07:00,0.0
2024-09-22 23:08:00,0.0
2024-09-22 23:09:00,0.0
2024-09-22 23:10:00,0.0
2024-09-22 23:11:00,0.0
2024-09-22 23:12:00,0.0
2024-09-22 23:13:00,0.0
2024-09-22 23:14:00,0.0
2024-09-22 23:15:00,0.0
2024-09-22 23:16:00,0.0
2024-09-22 23:17:00,0.0
2024-09-22 23:18:00,0.0
2024-09-22 23:19:00,0.0
2024-09-22 23:20:00,0.0
2024-09-22 23:21:00,0.0
2024-09-22 23:22:00,0.0
2024-09-22 23:23:00,0.0
2024-09-22 23:24:00,0.0
2024-09-22 23:25:00,0.0
2024-09-22 23:26:00,0.0
2024-09-22 23:27:00,0.0
2024-09-22 23:28:00,0.0
2024-09-22 23:29:00,0.0
2024-09-22 23:30:00,0.0
2024-09-22 23:31:00,0.0
2024-09-22 23:32:00,0.0
2024-09-22 23:33:00,0.0
2024-09-22 23:34:00,0.0
2024-09-22 23:35:00,0.0
2024-09-22 23:36:00,0.0
2024-09-22 23:37:00,0.0
2024-09-22 23:38:00,0.0
2024-09-22 23:39:00,0.0
2024-09-22 23:40:00,0.0
2024-09-22 23:41:00,0.0
2024-09-22 23:42:00,0.0
2024-09-22 23:43:00,0.0
2024-09-22 23:44:00,0.0
2024-09-22 23:45:00,0.0
2024-09-22 23:46:00,0.0
2024-09-22 23:47:00,0.0
2024-09-22 23:48:00,0.0
2024-09-22 23:49:00,0.0
2024-09-22 23:50:00,0.0
2024-09-22 23:51:00,0.0
2024-09-22 23:52:00,0.0
2024-09-22 23:53:00,0.0
2024-09-22 23:54:00,0.0
2024-09-22 23:55:00,0.0
2024-09-22 23:56:00,0.0
2024-09-22 23:57:00,0.0
2024-09-22 23:58:00,0.0
2024-09-22 23:59:00,0.0
